51	26	220	243	227
10576175	7723286
120	186	130	135	205	223	44	10	2
120	205	130	135	224	223	44	10	2
120	224	130	135	243	223	44	10	2
40	0	0	133	19	15	37	11	2
40	0	15	133	19	30	37	11	2
40	0	30	133	19	45	37	11	2
40	0	45	133	19	60	37	11	2
40	0	60	133	19	75	37	11	2
40	0	75	133	19	90	37	11	2
40	0	90	133	19	105	37	11	2
40	0	105	133	19	120	37	11	2
40	0	120	133	19	135	37	11	2
40	0	135	133	19	150	37	11	2
40	19	0	133	38	15	32	12	2
40	19	15	133	38	30	32	12	2
40	19	30	133	38	45	32	12	2
40	19	45	133	38	60	32	12	2
40	19	60	133	38	75	32	12	2
40	19	75	133	38	90	32	12	2
40	19	90	133	38	105	32	12	2
40	19	105	133	38	120	32	12	2
40	19	120	133	38	135	32	12	2
40	19	135	133	38	150	32	12	2
40	0	150	133	19	165	41	13	2
40	0	165	133	19	180	41	13	2
40	0	180	133	19	195	41	13	2
40	0	195	133	19	210	41	13	2
40	0	210	133	19	225	41	13	2
40	19	150	133	38	165	43	14	2
40	19	165	133	38	180	43	14	2
40	19	180	133	38	195	43	14	2
40	19	195	133	38	210	43	14	2
40	19	210	133	38	225	43	14	2
40	38	0	106	56	44	12	15	2
40	56	0	106	74	44	12	15	2
40	74	0	106	92	44	12	15	2
40	92	0	106	110	44	12	15	2
40	110	0	106	128	44	12	15	2
106	38	0	172	56	44	12	15	2
106	56	0	172	74	44	12	15	2
106	74	0	172	92	44	12	15	2
106	92	0	172	110	44	12	15	2
106	110	0	172	128	44	12	15	2
40	38	44	66	62	169	13	16	2
40	62	44	66	86	169	13	16	2
66	38	44	92	62	169	13	16	2
66	62	44	92	86	169	13	16	2
92	38	44	118	62	169	13	16	2
92	62	44	118	86	169	13	16	2
118	38	44	144	62	169	13	16	2
118	62	44	144	86	169	13	16	2
144	38	44	170	62	169	13	16	2
144	62	44	170	86	169	13	16	2
40	38	169	157	69	186	11	17	2
40	38	186	157	69	203	11	17	2
40	38	203	157	69	220	11	17	2
40	69	169	157	86	200	11	18	2
40	69	200	133	84	219	49	19	2
93	156	93	112	171	186	50	20	2
112	156	93	131	171	186	50	20	2
131	156	93	150	171	186	50	20	2
40	86	44	72	108	116	10	21	2
40	86	116	72	108	188	10	21	2
72	86	44	104	108	116	10	21	2
72	86	116	104	108	188	10	21	2
104	86	44	136	108	116	10	21	2
104	86	116	136	108	188	10	21	2
136	86	44	168	108	116	10	21	2
136	86	116	168	108	188	10	21	2
40	86	188	157	103	219	11	22	2
40	108	44	157	125	75	11	23	2
40	108	75	157	125	106	11	23	2
40	108	106	157	125	137	11	23	2
40	108	137	157	125	168	11	23	2
40	108	168	157	125	199	11	23	2
40	108	199	133	123	218	50	24	2
95	133	0	188	152	15	48	25	2
95	133	15	188	152	30	48	25	2
95	133	30	188	152	45	48	25	2
95	133	45	188	152	60	48	25	2
95	133	60	188	152	75	48	25	2
95	133	75	188	152	90	48	25	2
95	133	90	188	152	105	48	25	2
95	133	105	188	152	120	48	25	2
95	133	120	188	152	135	48	25	2
95	133	135	188	152	150	48	25	2
95	133	150	188	152	165	50	26	2
95	133	165	188	152	180	50	26	2
95	133	180	188	152	195	50	26	2
95	133	195	188	152	210	50	26	2
95	133	210	188	152	225	50	26	2
140	224	0	155	243	93	47	27	2
140	224	93	155	243	186	47	27	2
155	224	0	170	243	93	47	27	2
155	224	93	170	243	186	47	27	2
170	224	0	185	243	93	47	27	2
170	224	93	185	243	186	47	27	2
185	224	0	200	243	93	47	27	2
185	224	93	200	243	186	47	27	2
200	224	0	215	243	93	47	27	2
200	224	93	215	243	186	47	27	2
133	0	0	148	19	93	45	28	2
133	19	0	148	38	93	45	28	2
148	0	0	163	19	93	45	28	2
148	19	0	163	38	93	45	28	2
163	0	0	178	19	93	45	28	2
163	19	0	178	38	93	45	28	2
178	0	0	193	19	93	45	28	2
178	19	0	193	38	93	45	28	2
193	0	0	208	19	93	45	28	2
193	19	0	208	38	93	45	28	2
133	0	93	148	19	186	42	29	2
133	19	93	148	38	186	42	29	2
148	0	93	163	19	186	42	29	2
148	19	93	163	38	186	42	29	2
163	0	93	178	19	186	42	29	2
163	19	93	178	38	186	42	29	2
178	0	93	193	19	186	42	29	2
178	19	93	193	38	186	42	29	2
193	0	93	208	19	186	42	29	2
193	19	93	208	38	186	42	29	2
133	0	186	205	22	218	10	30	2
140	186	0	155	205	93	39	31	2
140	205	0	155	224	93	39	31	2
155	186	0	170	205	93	39	31	2
155	205	0	170	224	93	39	31	2
170	186	0	185	205	93	39	31	2
170	205	0	185	224	93	39	31	2
185	186	0	200	205	93	39	31	2
185	205	0	200	224	93	39	31	2
200	186	0	215	205	93	39	31	2
200	205	0	215	224	93	39	31	2
140	186	93	155	205	186	35	32	2
140	205	93	155	224	186	35	32	2
155	186	93	170	205	186	35	32	2
155	205	93	170	224	186	35	32	2
170	186	93	185	205	186	35	32	2
170	205	93	185	224	186	35	32	2
185	186	93	200	205	186	35	32	2
185	205	93	200	224	186	35	32	2
200	186	93	215	205	186	35	32	2
200	205	93	215	224	186	35	32	2
140	202	186	212	224	218	10	33	2
140	171	0	159	186	93	49	34	2
140	171	93	159	186	186	49	34	2
159	171	0	178	186	93	49	34	2
159	171	93	178	186	186	49	34	2
178	171	0	197	186	93	49	34	2
178	171	93	197	186	186	49	34	2
197	171	0	216	186	93	49	34	2
197	171	93	216	186	186	49	34	2
157	108	44	172	127	137	46	35	2
150	152	0	165	171	93	34	36	2
150	152	93	165	171	186	34	36	2
165	152	0	180	171	93	34	36	2
165	152	93	180	171	186	34	36	2
180	152	0	195	171	93	34	36	2
180	152	93	195	171	186	34	36	2
195	152	0	210	171	93	34	36	2
195	152	93	210	171	186	34	36	2
172	38	0	187	57	93	36	37	2
172	57	0	187	76	93	36	37	2
172	76	0	187	95	93	36	37	2
172	95	0	187	114	93	36	37	2
172	114	0	187	133	93	36	37	2
187	38	0	202	57	93	36	37	2
187	57	0	202	76	93	36	37	2
187	76	0	202	95	93	36	37	2
187	95	0	202	114	93	36	37	2
187	114	0	202	133	93	36	37	2
172	38	93	187	57	186	29	38	2
172	57	93	187	76	186	29	38	2
172	76	93	187	95	186	29	38	2
172	95	93	187	114	186	29	38	2
172	114	93	187	133	186	29	38	2
187	38	93	202	57	186	29	38	2
187	57	93	202	76	186	29	38	2
187	76	93	202	95	186	29	38	2
187	95	93	202	114	186	29	38	2
187	114	93	202	133	186	29	38	2
172	38	186	187	131	205	43	39	2
187	38	186	202	131	205	43	39	2
188	133	0	203	152	93	41	40	2
188	133	93	203	152	186	41	40	2
203	133	0	218	152	93	41	40	2
203	133	93	218	152	186	41	40	2
202	38	0	217	57	93	30	41	2
202	38	93	217	57	186	30	41	2
202	57	0	217	76	93	30	41	2
202	57	93	217	76	186	30	41	2
202	76	0	217	95	93	30	41	2
202	76	93	217	95	186	30	41	2
202	95	0	217	114	93	30	41	2
202	95	93	217	114	186	30	41	2
202	114	0	217	133	93	30	41	2
202	114	93	217	133	186	30	41	2
202	38	186	217	131	205	50	42	2
220	0	0	301	27	19	1	43	2
220	0	19	301	27	38	1	43	2
220	0	38	301	27	57	1	43	2
220	0	57	301	27	76	1	43	2
220	0	76	301	27	95	1	43	2
220	0	95	301	27	114	1	43	2
220	0	114	301	27	133	1	43	2
220	0	133	301	27	152	1	43	2
220	0	152	301	27	171	1	43	2
220	0	171	301	27	190	1	43	2
302	0	0	420	42	25	2	44	3
302	0	25	420	42	50	2	44	3
302	0	50	420	42	75	2	44	3
302	0	75	420	42	100	2	44	3
302	0	100	420	42	125	2	44	3
302	0	125	420	42	150	2	44	3
302	0	150	420	42	175	2	44	3
302	0	175	420	42	200	2	44	3
302	0	200	420	42	225	2	44	3
302	0	225	420	42	250	2	44	3
421	0	0	510	48	29	3	45	4
421	0	29	510	48	58	3	45	4
421	0	58	510	48	87	3	45	4
421	0	87	510	48	116	3	45	4
421	0	116	510	48	145	3	45	4
421	0	145	510	48	174	3	45	4
421	0	174	510	48	203	3	45	4
421	0	203	510	48	232	3	45	4
421	0	232	510	48	261	3	45	4
421	0	261	510	48	290	3	45	4
511	0	0	636	35	17	4	46	5
511	0	17	636	35	34	4	46	5
511	0	34	636	35	51	4	46	5
511	0	51	636	35	68	4	46	5
511	0	68	636	35	85	4	46	5
511	0	85	636	35	102	4	46	5
511	0	102	636	35	119	4	46	5
511	0	119	636	35	136	4	46	5
511	0	136	636	35	153	4	46	5
511	0	153	636	35	170	4	46	5
637	0	0	725	24	18	5	47	6
637	0	18	725	24	36	5	47	6
637	0	36	725	24	54	5	47	6
637	0	54	725	24	72	5	47	6
637	0	72	725	24	90	5	47	6
637	0	90	725	24	108	5	47	6
637	0	108	725	24	126	5	47	6
637	0	126	725	24	144	5	47	6
637	0	144	725	24	162	5	47	6
637	0	162	725	24	180	5	47	6
726	0	0	834	30	25	6	48	7
726	0	25	834	30	50	6	48	7
726	0	50	834	30	75	6	48	7
726	0	75	834	30	100	6	48	7
726	0	100	834	30	125	6	48	7
726	0	125	834	30	150	6	48	7
726	0	150	834	30	175	6	48	7
726	0	175	834	30	200	6	48	7
726	0	200	834	30	225	6	48	7
726	0	225	834	30	250	6	48	7
835	0	0	922	36	15	7	49	8
835	0	15	922	36	30	7	49	8
835	0	30	922	36	45	7	49	8
835	0	45	922	36	60	7	49	8
835	0	60	922	36	75	7	49	8
835	0	75	922	36	90	7	49	8
835	0	90	922	36	105	7	49	8
835	0	105	922	36	120	7	49	8
835	0	120	922	36	135	7	49	8
835	0	135	922	36	150	7	49	8
923	0	0	1017	24	26	8	50	9
923	0	26	1017	24	52	8	50	9
923	0	52	1017	24	78	8	50	9
923	0	78	1017	24	104	8	50	9
923	0	104	1017	24	130	8	50	9
923	0	130	1017	24	156	8	50	9
923	0	156	1017	24	182	8	50	9
923	0	182	1017	24	208	8	50	9
923	0	208	1017	24	234	8	50	9
923	0	234	1017	24	260	8	50	9
1018	0	0	1111	19	15	14	51	2
1018	0	15	1111	19	30	14	51	2
1018	0	30	1111	19	45	14	51	2
1018	0	45	1111	19	60	14	51	2
1018	0	60	1111	19	75	14	51	2
1018	0	75	1111	19	90	14	51	2
1018	0	90	1111	19	105	14	51	2
1018	0	105	1111	19	120	14	51	2
1018	0	120	1111	19	135	14	51	2
1018	0	135	1111	19	150	14	51	2
1112	0	0	1205	19	15	15	52	2
1112	0	15	1205	19	30	15	52	2
1112	0	30	1205	19	45	15	52	2
1112	0	45	1205	19	60	15	52	2
1112	0	60	1205	19	75	15	52	2
1112	0	75	1205	19	90	15	52	2
1112	0	90	1205	19	105	15	52	2
1112	0	105	1205	19	120	15	52	2
1112	0	120	1205	19	135	15	52	2
1112	0	135	1205	19	150	15	52	2
1206	0	0	1299	19	15	16	53	2
1206	0	15	1299	19	30	16	53	2
1206	0	30	1299	19	45	16	53	2
1206	0	45	1299	19	60	16	53	2
1206	0	60	1299	19	75	16	53	2
1206	0	75	1299	19	90	16	53	2
1206	0	90	1299	19	105	16	53	2
1206	0	105	1299	19	120	16	53	2
1206	0	120	1299	19	135	16	53	2
1206	0	135	1299	19	150	16	53	2
1300	0	0	1393	19	15	17	54	2
1300	0	15	1393	19	30	17	54	2
1300	0	30	1393	19	45	17	54	2
1300	0	45	1393	19	60	17	54	2
1300	0	60	1393	19	75	17	54	2
1300	0	75	1393	19	90	17	54	2
1300	0	90	1393	19	105	17	54	2
1300	0	105	1393	19	120	17	54	2
1300	0	120	1393	19	135	17	54	2
1300	0	135	1393	19	150	17	54	2
1394	0	0	1487	19	15	18	55	2
1394	0	15	1487	19	30	18	55	2
1394	0	30	1487	19	45	18	55	2
1394	0	45	1487	19	60	18	55	2
1394	0	60	1487	19	75	18	55	2
1394	0	75	1487	19	90	18	55	2
1394	0	90	1487	19	105	18	55	2
1394	0	105	1487	19	120	18	55	2
1394	0	120	1487	19	135	18	55	2
1394	0	135	1487	19	150	18	55	2
1488	0	0	1581	19	15	19	56	2
1488	0	15	1581	19	30	19	56	2
1488	0	30	1581	19	45	19	56	2
1488	0	45	1581	19	60	19	56	2
1488	0	60	1581	19	75	19	56	2
1488	0	75	1581	19	90	19	56	2
1488	0	90	1581	19	105	19	56	2
1488	0	105	1581	19	120	19	56	2
1488	0	120	1581	19	135	19	56	2
1488	0	135	1581	19	150	19	56	2
1582	0	0	1675	19	15	20	57	2
1582	0	15	1675	19	30	20	57	2
1582	0	30	1675	19	45	20	57	2
1582	0	45	1675	19	60	20	57	2
1582	0	60	1675	19	75	20	57	2
1582	0	75	1675	19	90	20	57	2
1582	0	90	1675	19	105	20	57	2
1582	0	105	1675	19	120	20	57	2
1582	0	120	1675	19	135	20	57	2
1582	0	135	1675	19	150	20	57	2
1676	0	0	1769	19	15	22	58	2
1676	0	15	1769	19	30	22	58	2
1676	0	30	1769	19	45	22	58	2
1770	0	0	1863	19	15	23	59	2
1770	0	15	1863	19	30	23	59	2
1770	0	30	1863	19	45	23	59	2
1770	0	45	1863	19	60	23	59	2
1770	0	60	1863	19	75	23	59	2
1770	0	75	1863	19	90	23	59	2
1770	0	90	1863	19	105	23	59	2
1770	0	105	1863	19	120	23	59	2
1770	0	120	1863	19	135	23	59	2
1770	0	135	1863	19	150	23	59	2
1864	0	0	1957	19	15	24	60	2
1864	0	15	1957	19	30	24	60	2
1864	0	30	1957	19	45	24	60	2
1864	0	45	1957	19	60	24	60	2
1864	0	60	1957	19	75	24	60	2
1864	0	75	1957	19	90	24	60	2
1864	0	90	1957	19	105	24	60	2
1864	0	105	1957	19	120	24	60	2
1864	0	120	1957	19	135	24	60	2
1864	0	135	1957	19	150	24	60	2
1958	0	0	2051	19	15	25	61	2
1958	0	15	2051	19	30	25	61	2
1958	0	30	2051	19	45	25	61	2
1958	0	45	2051	19	60	25	61	2
1958	0	60	2051	19	75	25	61	2
1958	0	75	2051	19	90	25	61	2
1958	0	90	2051	19	105	25	61	2
1958	0	105	2051	19	120	25	61	2
1958	0	120	2051	19	135	25	61	2
1958	0	135	2051	19	150	25	61	2
2052	0	0	2145	19	15	26	62	2
2052	0	15	2145	19	30	26	62	2
2052	0	30	2145	19	45	26	62	2
2052	0	45	2145	19	60	26	62	2
2052	0	60	2145	19	75	26	62	2
2052	0	75	2145	19	90	26	62	2
2052	0	90	2145	19	105	26	62	2
2052	0	105	2145	19	120	26	62	2
2052	0	120	2145	19	135	26	62	2
2052	0	135	2145	19	150	26	62	2
2146	0	0	2239	19	15	27	63	2
2146	0	15	2239	19	30	27	63	2
2146	0	30	2239	19	45	27	63	2
2146	0	45	2239	19	60	27	63	2
2146	0	60	2239	19	75	27	63	2
2146	0	75	2239	19	90	27	63	2
2146	0	90	2239	19	105	27	63	2
2146	0	105	2239	19	120	27	63	2
2146	0	120	2239	19	135	27	63	2
2146	0	135	2239	19	150	27	63	2
2240	0	0	2333	19	15	28	64	2
2240	0	15	2333	19	30	28	64	2
2240	0	30	2333	19	45	28	64	2
2240	0	45	2333	19	60	28	64	2
2240	0	60	2333	19	75	28	64	2
2240	0	75	2333	19	90	28	64	2
2240	0	90	2333	19	105	28	64	2
2240	0	105	2333	19	120	28	64	2
2240	0	120	2333	19	135	28	64	2
2240	0	135	2333	19	150	28	64	2
2334	0	0	2427	19	15	31	65	2
2428	0	0	2521	19	15	33	66	2
2428	0	15	2521	19	30	33	66	2
2428	0	30	2521	19	45	33	66	2
2428	0	45	2521	19	60	33	66	2
2428	0	60	2521	19	75	33	66	2
2428	0	75	2521	19	90	33	66	2
2428	0	90	2521	19	105	33	66	2
2428	0	105	2521	19	120	33	66	2
2428	0	120	2521	19	135	33	66	2
2428	0	135	2521	19	150	33	66	2
2522	0	0	2615	19	15	34	67	2
2522	0	15	2615	19	30	34	67	2
2616	0	0	2709	19	15	40	68	2
2616	0	15	2709	19	30	40	68	2
2710	0	0	2803	19	15	41	69	2
2804	0	0	2897	19	15	43	70	2
2804	0	15	2897	19	30	43	70	2
2804	0	30	2897	19	45	43	70	2
2898	0	0	2991	19	15	44	71	2
